Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %,HPR,HL %,Mkt Cap ($B)
2019-02-12,259.91,261.92,259.84,261.52,72270200,0.0,0,0.62,1.29,0.8,236.04
2019-02-13,262.4,263.26,261.96,262.37,65277200,0.0,0,-0.01,0.32,0.5,236.81
2019-02-14,261.21,262.99,260.34,261.78,83234400,0.0,0,0.22,-0.22,1.02,236.29
2019-02-15,263.67,264.67,263.45,264.64,97088700,0.0,0,0.37,1.09,0.46,238.86
2019-02-19,263.79,265.79,263.78,265.09,59120800,0.0,0,0.5,0.17,0.76,239.27
2019-02-20,265.06,266.12,264.52,265.63,76610800,0.0,0,0.22,0.2,0.6,239.76
2019-02-21,264.95,265.33,263.66,264.68,64214700,0.0,0,-0.1,-0.36,0.63,238.9
2019-02-22,265.34,266.53,264.66,266.33,78114600,0.0,0,0.37,0.62,0.71,240.38
2019-02-25,267.84,268.4,266.6,266.69,69030700,0.0,0,-0.43,0.14,0.67,240.71
2019-02-26,266.32,267.43,266.1,266.5,56844100,0.0,0,0.07,-0.07,0.5,240.54
2019-02-27,265.73,266.75,264.74,266.38,56921600,0.0,0,0.24,-0.04,0.76,240.44
2019-02-28,266.15,266.62,265.54,265.89,69268300,0.0,0,-0.1,-0.19,0.41,239.99
2019-03-01,267.57,267.99,266.02,267.55,78880500,0.0,0,-0.01,0.62,0.74,241.49
2019-03-04,268.67,268.93,264.13,266.57,106494600,0.0,0,-0.78,-0.36,1.82,240.61
2019-03-05,266.71,266.92,265.63,266.21,59114600,0.0,0,-0.19,-0.14,0.48,240.28
2019-03-06,266.33,266.34,264.25,264.6,75039800,0.0,0,-0.65,-0.61,0.79,238.83
2019-03-07,264.12,264.27,261.49,262.38,94885100,0.0,0,-0.66,-0.84,1.07,236.83
2019-03-08,260.41,262.04,259.91,261.86,85795800,0.0,0,0.56,-0.2,0.82,236.35
2019-03-11,262.62,265.83,262.59,265.66,65098900,0.0,0,1.16,1.45,1.23,239.78
2019-03-12,266.25,267.21,266.05,266.66,79667500,0.0,0,0.15,0.38,0.44,240.69
2019-03-13,267.6,269.42,267.43,268.42,80639200,0.0,0,0.31,0.66,0.74,242.28
2019-03-14,268.45,268.9,267.78,268.25,67518400,0.0,0,-0.07,-0.06,0.42,242.12
2019-03-15,268.84,270.44,268.64,269.58,81309000,1.23,0,0.27,0.95,0.67,243.32
2019-03-18,269.81,270.87,269.57,270.56,62199800,0.0,0,0.28,0.36,0.48,244.2
2019-03-19,271.69,272.5,269.67,270.62,90268100,0.0,0,-0.39,0.02,1.05,244.26
2019-03-20,270.39,271.68,268.63,269.81,84609200,0.0,0,-0.22,-0.3,1.13,243.53
2019-03-21,268.94,273.29,268.89,272.86,79550400,0.0,0,1.46,1.13,1.64,246.28
2019-03-22,271.41,271.96,267.54,267.6,122659300,0.0,0,-1.4,-1.92,1.65,241.54
2019-03-25,267.24,268.5,266.06,267.4,85575200,0.0,0,0.06,-0.08,0.92,241.36
2019-03-26,269.27,270.41,267.9,269.4,68125900,0.0,0,0.05,0.75,0.94,243.16
2019-03-27,269.39,270.01,266.34,267.99,72224700,0.0,0,-0.52,-0.52,1.38,241.88
2019-03-28,268.66,269.48,267.43,269.0,56238500,0.0,0,0.13,0.38,0.77,242.8
2019-03-29,270.61,271.04,269.41,270.7,82186800,0.0,0,0.03,0.63,0.6,244.33
2019-04-01,272.83,274.23,272.54,273.91,77617900,0.0,0,0.4,1.19,0.62,247.23
2019-04-02,274.11,274.29,273.2,274.04,40070400,0.0,0,-0.02,0.05,0.4,247.35
2019-04-03,275.34,275.76,273.83,274.47,68243200,0.0,0,-0.31,0.16,0.7,247.74
2019-04-04,274.82,275.47,274.08,275.2,48997500,0.0,0,0.14,0.27,0.51,248.4
2019-04-05,275.91,276.59,275.61,276.53,58621700,0.0,0,0.23,0.48,0.36,249.6
2019-04-08,276.08,276.86,275.38,276.75,53566300,0.0,0,0.24,0.08,0.54,249.79
2019-04-09,275.72,276.07,274.74,275.33,66142300,0.0,0,-0.14,-0.51,0.48,248.51
2019-04-10,275.77,276.36,275.33,276.27,52601500,0.0,0,0.18,0.34,0.38,249.36
2019-04-11,276.78,276.79,275.59,276.19,55093100,0.0,0,-0.21,-0.03,0.44,249.29
2019-04-12,277.91,278.36,276.24,278.06,69727800,0.0,0,0.06,0.68,0.77,250.98
2019-04-15,278.14,278.24,277.02,277.88,49596700,0.0,0,-0.09,-0.07,0.44,250.81
2019-04-16,278.82,278.87,277.43,278.06,52153200,0.0,0,-0.27,0.07,0.52,250.98
2019-04-17,279.25,279.28,276.94,277.38,58268300,0.0,0,-0.67,-0.24,0.84,250.36
2019-04-18,278.0,278.21,276.62,277.92,68708500,0.0,0,-0.03,0.2,0.58,250.85
2019-04-22,277.11,278.33,277.01,278.16,40160100,0.0,0,0.38,0.09,0.47,251.07
2019-04-23,278.56,280.91,278.31,280.67,52246600,0.0,0,0.76,0.9,0.94,253.33
2019-04-24,280.58,280.93,279.89,280.04,50392900,0.0,0,-0.19,-0.22,0.37,252.77
2019-04-25,279.94,280.57,278.6,279.87,57770900,0.0,0,-0.02,-0.06,0.71,252.61
2019-04-26,279.92,281.25,279.09,281.17,50916400,0.0,0,0.45,0.47,0.77,253.79
2019-04-29,281.27,282.17,281.17,281.61,57197700,0.0,0,0.12,0.16,0.35,254.18
2019-04-30,281.25,282.06,279.75,281.76,81111700,0.0,0,0.18,0.05,0.83,254.31
2019-05-01,282.43,282.65,279.63,279.64,71671900,0.0,0,-0.99,-0.75,1.08,252.4
2019-05-02,279.52,280.49,277.45,279.04,65030200,0.0,0,-0.17,-0.22,1.1,251.86
2019-05-03,280.61,282.06,279.15,281.77,56543700,0.0,0,0.41,0.98,1.04,254.32
2019-05-06,277.19,281.08,276.85,280.61,107198100,0.0,0,1.23,-0.41,1.53,253.28
2019-05-07,278.05,278.68,273.89,275.92,144729900,0.0,0,-0.77,-1.67,1.75,249.05
2019-05-08,275.54,277.36,274.91,275.54,91568300,0.0,0,0.0,-0.14,0.89,248.7
2019-05-09,273.33,275.35,271.48,274.7,103471100,0.0,0,0.5,-0.3,1.42,247.95
2019-05-10,273.71,276.89,270.53,276.08,112429300,0.0,0,0.87,0.5,2.35,249.19
2019-05-13,270.64,271.67,268.26,269.15,127290500,0.0,0,-0.55,-2.51,1.27,242.93
2019-05-14,270.23,273.21,270.1,271.58,77003200,0.0,0,0.5,0.9,1.15,245.13
2019-05-15,269.85,273.85,269.63,273.17,73956400,0.0,0,1.23,0.59,1.57,246.56
2019-05-16,273.92,277.15,273.84,275.7,76749600,0.0,0,0.65,0.93,1.21,248.85
2019-05-17,273.25,276.56,273.23,273.92,100353000,0.0,0,0.25,-0.65,1.22,247.24
2019-05-20,272.21,274.03,271.31,272.11,62877600,0.0,0,-0.04,-0.66,1.0,245.6
2019-05-21,273.91,274.96,273.64,274.56,46847100,0.0,0,0.24,0.9,0.48,247.82
2019-05-22,273.54,274.73,273.21,273.72,49482500,0.0,0,0.06,-0.31,0.56,247.06
2019-05-23,271.35,271.4,268.87,270.37,98733800,0.0,0,-0.36,-1.22,0.94,244.04
2019-05-24,271.91,272.35,270.33,270.99,55268100,0.0,0,-0.34,0.23,0.75,244.59
2019-05-28,271.28,272.3,268.45,268.47,70029400,0.0,0,-1.04,-0.93,1.44,242.32
2019-05-29,267.28,267.71,265.17,266.66,104972900,0.0,0,-0.23,-0.67,0.96,240.69
2019-05-30,267.47,268.36,266.22,267.39,62523800,0.0,0,-0.03,0.27,0.8,241.35
2019-05-31,264.68,265.56,263.76,263.79,86862800,0.0,0,-0.34,-1.35,0.68,238.1
2019-06-03,263.83,265.02,261.7,263.12,96428000,0.0,0,-0.27,-0.25,1.27,237.49
2019-06-04,265.56,268.97,265.08,268.83,77231900,0.0,0,1.23,2.17,1.47,242.65
2019-06-05,270.56,271.19,268.63,271.16,71169700,0.0,0,0.22,0.87,0.95,244.75
2019-06-06,271.47,273.64,270.79,272.92,69430400,0.0,0,0.53,0.65,1.05,246.34
2019-06-07,274.0,276.8,273.82,275.65,74272200,0.0,0,0.6,1.0,1.09,248.8
2019-06-10,277.3,278.69,276.82,276.92,60799100,0.0,0,-0.14,0.46,0.68,249.95
2019-06-11,278.85,279.25,276.16,276.85,58641300,0.0,0,-0.72,-0.02,1.12,249.89
2019-06-12,276.6,277.2,275.82,276.36,47096300,0.0,0,-0.09,-0.18,0.5,249.44
2019-06-13,277.33,277.89,276.58,277.5,48945200,0.0,0,0.06,0.41,0.47,250.47
2019-06-14,277.2,277.84,276.38,277.2,52324700,0.0,0,0.0,-0.11,0.53,250.2
2019-06-17,277.45,278.12,277.12,277.3,39205700,0.0,0,-0.05,0.04,0.36,250.29
2019-06-18,279.24,281.33,278.85,280.21,85434800,0.0,0,0.35,1.05,0.89,252.91
2019-06-19,280.35,281.4,279.31,280.84,78674400,0.0,0,0.17,0.23,0.75,253.48
2019-06-20,283.69,283.95,280.9,283.52,116570000,0.0,0,-0.06,0.96,1.08,255.91
2019-06-21,283.23,284.57,282.88,283.11,83309500,1.43,0,-0.04,0.36,0.6,255.53
2019-06-24,283.33,283.67,282.6,282.76,47582700,0.0,0,-0.2,-0.12,0.38,255.22
2019-06-25,282.82,282.85,279.87,279.99,82028700,0.0,0,-1.0,-0.98,1.06,252.72
2019-06-26,280.94,281.48,279.59,279.71,51584900,0.0,0,-0.44,-0.1,0.68,252.47
2019-06-27,280.52,281.24,280.11,280.7,40355200,0.0,0,0.07,0.35,0.4,253.36
2019-06-28,281.74,282.68,281.19,282.15,59350900,0.0,0,0.14,0.51,0.53,254.66
2019-07-01,285.69,285.92,283.43,284.71,78705600,0.0,0,-0.34,0.91,0.88,256.98
2019-07-02,284.66,285.51,283.76,285.45,61504500,0.0,0,0.28,0.26,0.61,257.65
2019-07-03,286.17,287.75,286.02,287.73,40898900,0.0,0,0.55,0.8,0.61,259.71
2019-07-05,286.42,287.58,285.04,287.4,51677300,0.0,0,0.34,-0.11,0.89,259.41
2019-07-08,286.01,287.21,285.25,285.82,45841800,0.0,0,-0.06,-0.55,0.69,257.98
2019-07-09,284.59,286.5,284.53,286.18,41101300,0.0,0,0.56,0.12,0.69,258.31
2019-07-10,287.32,288.56,286.75,287.55,58448500,0.0,0,0.08,0.48,0.63,259.54
2019-07-11,288.23,288.48,287.15,288.22,50826100,0.0,0,-0.0,0.23,0.46,260.15
2019-07-12,288.74,289.59,288.41,289.51,40326000,0.0,0,0.27,0.45,0.41,261.31
2019-07-15,289.97,289.97,289.07,289.61,33900000,0.0,0,-0.13,0.03,0.31,261.4
2019-07-16,289.51,289.73,288.35,288.67,36650100,0.0,0,-0.29,-0.32,0.48,260.56
2019-07-17,288.65,288.82,286.71,286.71,36036300,0.0,0,-0.67,-0.68,0.74,258.78
2019-07-18,286.18,288.16,285.71,287.76,51392600,0.0,0,0.55,0.37,0.86,259.73
2019-07-19,288.92,288.95,285.98,286.16,58678600,0.0,0,-0.96,-0.56,1.04,258.29
2019-07-22,286.58,287.44,286.04,286.86,43638100,0.0,0,0.1,0.25,0.49,258.92
2019-07-23,288.06,288.92,287.17,288.92,44564500,0.0,0,0.3,0.71,0.61,260.77
2019-07-24,288.11,290.27,288.01,290.27,47213200,0.0,0,0.75,0.47,0.79,262.0
2019-07-25,289.79,289.85,288.03,288.89,55394100,0.0,0,-0.31,-0.48,0.63,260.75
2019-07-26,289.62,291.03,289.48,290.82,45084100,0.0,0,0.42,0.67,0.54,262.5
2019-07-29,290.7,290.82,289.7,290.29,38126500,0.0,0,-0.14,-0.18,0.39,262.02
2019-07-30,288.8,290.01,288.4,289.58,45849000,0.0,0,0.27,-0.25,0.56,261.37
2019-07-31,289.84,290.04,284.26,286.41,104245200,0.0,0,-1.18,-1.09,2.03,258.52
2019-08-01,286.58,289.72,283.07,283.92,142646600,0.0,0,-0.93,-0.87,2.35,256.26
2019-08-02,282.96,283.22,280.12,281.78,116749700,0.0,0,-0.42,-0.75,1.11,254.33
2019-08-05,277.42,277.53,271.28,273.31,178745400,0.0,0,-1.48,-3.01,2.3,246.69
2019-08-06,275.32,277.37,273.75,277.14,120711700,0.0,0,0.66,1.4,1.32,250.15
2019-08-07,273.86,278.12,271.59,277.3,140572300,0.0,0,1.26,0.06,2.4,250.29
2019-08-08,278.89,282.74,278.3,282.74,87713900,0.0,0,1.38,1.96,1.6,255.2
2019-08-09,281.74,282.38,278.92,280.82,93730000,0.0,0,-0.33,-0.68,1.24,253.47
2019-08-12,279.22,280.81,276.39,277.4,65527600,0.0,0,-0.65,-1.22,1.6,250.38
2019-08-13,277.08,283.25,276.71,281.71,94299800,0.0,0,1.67,1.56,2.36,254.27
2019-08-14,277.4,278.04,273.25,273.38,135622100,0.0,0,-1.45,-2.96,1.75,246.76
2019-08-15,274.33,275.06,271.93,274.1,99556600,0.0,0,-0.08,0.26,1.15,247.41
2019-08-16,275.87,278.61,274.16,278.15,83018300,0.0,0,0.83,1.48,1.62,251.06
2019-08-19,281.37,282.22,280.64,281.5,53571800,0.0,0,0.05,1.2,0.56,254.08
2019-08-20,280.96,281.53,279.21,279.34,51596400,0.0,0,-0.58,-0.77,0.83,252.14
2019-08-21,281.64,282.01,280.91,281.62,49524700,0.0,0,-0.01,0.81,0.39,254.19
2019-08-22,282.37,283.04,279.64,281.53,51666400,0.0,0,-0.3,-0.03,1.22,254.11
2019-08-23,280.14,281.91,272.97,274.3,149161500,0.0,0,-2.09,-2.57,3.28,247.58
2019-08-26,276.63,277.33,275.0,277.33,72423800,0.0,0,0.25,1.11,0.85,250.32
2019-08-27,278.81,279.21,275.43,276.24,66668900,0.0,0,-0.92,-0.39,1.37,249.34
2019-08-28,275.54,278.36,274.68,278.19,59696700,0.0,0,0.96,0.7,1.34,251.09
2019-08-29,280.91,282.3,279.84,281.74,57899400,0.0,0,0.29,1.28,0.88,254.3
2019-08-30,283.32,283.34,280.62,281.62,62901200,0.0,0,-0.6,-0.04,0.97,254.19
2019-09-03,279.81,280.78,278.55,279.97,69101400,0.0,0,0.06,-0.58,0.8,252.7
2019-09-04,282.28,283.17,281.48,283.15,46887300,0.0,0,0.31,1.14,0.6,255.57
2019-09-05,285.8,287.76,283.11,286.79,83258100,0.0,0,0.35,1.29,1.64,258.85
2019-09-06,287.12,287.69,286.4,287.01,49584300,0.0,0,-0.04,0.08,0.45,259.05
2019-09-09,288.06,288.15,286.15,287.15,51260300,0.0,0,-0.31,0.05,0.7,259.18
2019-09-10,286.34,287.15,285.01,287.09,57947100,0.0,0,0.26,-0.02,0.75,259.12
2019-09-11,287.41,289.21,286.72,289.13,68821100,0.0,0,0.6,0.71,0.87,260.97
2019-09-12,290.09,291.26,289.28,290.13,72908700,0.0,0,0.01,0.35,0.68,261.87
2019-09-13,290.6,290.98,289.54,289.94,62104800,0.0,0,-0.23,-0.07,0.5,261.7
2019-09-16,288.73,289.98,288.36,289.04,58191200,0.0,0,0.11,-0.31,0.56,260.89
2019-09-17,288.83,289.87,288.65,289.77,41475500,0.0,0,0.33,0.25,0.42,261.55
2019-09-18,289.36,290.06,287.19,289.95,73375800,0.0,0,0.2,0.06,1.0,261.7
2019-09-19,290.36,291.42,289.57,289.93,76560500,0.0,0,-0.15,-0.01,0.64,261.69
2019-09-20,290.57,290.87,287.71,288.56,89565000,1.38,0,-0.69,0.0,1.1,260.45
2019-09-23,287.85,289.25,287.58,288.49,43476800,0.0,0,0.22,-0.02,0.58,260.39
2019-09-24,289.65,290.07,285.2,286.23,94869400,0.0,0,-1.18,-0.78,1.71,258.35
2019-09-25,286.31,288.39,284.74,287.92,71854000,0.0,0,0.56,0.59,1.28,259.87
2019-09-26,287.93,288.15,285.82,287.32,56179700,0.0,0,-0.21,-0.21,0.82,259.33
2019-09-27,288.12,288.24,284.12,285.77,84746600,0.0,0,-0.82,-0.54,1.45,257.94
2019-09-30,286.32,287.85,286.27,287.1,51662400,0.0,0,0.27,0.46,0.55,259.13
2019-10-01,288.03,288.73,283.45,283.68,88242400,0.0,0,-1.51,-1.19,1.86,256.05
2019-10-02,282.0,282.01,277.3,278.67,122539500,0.0,0,-1.18,-1.77,1.7,251.53
2019-10-03,278.43,280.98,275.54,280.95,85278800,0.0,0,0.91,0.82,1.98,253.59
2019-10-04,281.65,285.03,281.59,284.75,65091200,0.0,0,1.1,1.35,1.22,257.02
2019-10-07,283.9,285.63,283.23,283.53,59610500,0.0,0,-0.13,-0.43,0.85,255.91
2019-10-08,281.55,282.34,279.09,279.12,95708100,0.0,0,-0.86,-1.55,1.16,251.94
2019-10-09,281.27,282.77,280.6,281.77,62359400,0.0,0,0.18,0.95,0.77,254.33
2019-10-10,281.69,284.62,281.51,283.68,55296300,0.0,0,0.71,0.68,1.1,256.05
2019-10-11,286.61,289.0,286.49,286.62,98720400,0.0,0,0.0,1.04,0.88,258.7
2019-10-14,286.28,287.0,285.93,286.3,40394800,0.0,0,0.01,-0.11,0.37,258.42
2019-10-15,287.41,289.93,287.29,289.14,46754500,0.0,0,0.6,0.99,0.92,260.98
2019-10-16,288.64,289.41,288.21,288.67,48928200,0.0,0,0.01,-0.16,0.42,260.56
2019-10-17,289.91,290.45,288.79,289.52,45736600,0.0,0,-0.13,0.29,0.58,261.32
2019-10-18,288.95,289.64,287.35,288.26,64304000,0.0,0,-0.24,-0.44,0.8,260.18
2019-10-21,289.66,290.42,289.19,290.21,39048600,0.0,0,0.19,0.68,0.42,261.94
2019-10-22,290.78,291.09,289.17,289.26,48594700,0.0,0,-0.52,-0.33,0.67,261.09
2019-10-23,288.99,290.16,288.77,290.1,34352200,0.0,0,0.38,0.29,0.48,261.85
2019-10-24,291.1,291.26,289.7,290.58,35453100,0.0,0,-0.18,0.16,0.54,262.28
2019-10-25,289.97,292.35,289.91,291.77,45205400,0.0,0,0.62,0.41,0.84,263.35
2019-10-28,293.06,293.94,293.04,293.41,42147000,0.0,0,0.12,0.56,0.31,264.83
2019-10-29,293.12,294.31,292.99,293.33,44284900,0.0,0,0.07,-0.03,0.45,264.76
2019-10-30,293.54,294.62,292.15,294.23,49643900,0.0,0,0.23,0.31,0.85,265.57
2019-10-31,294.22,294.22,291.89,293.44,69053800,0.0,0,-0.26,-0.27,0.8,264.86
2019-11-01,294.98,296.21,294.81,296.16,71141500,0.0,0,0.4,0.93,0.48,267.31
2019-11-04,297.81,297.96,296.95,297.35,60606900,0.0,0,-0.16,0.4,0.34,268.39
2019-11-05,297.56,297.88,296.71,297.02,42933200,0.0,0,-0.18,-0.11,0.39,268.09
2019-11-06,297.02,297.38,296.08,297.09,46487100,0.0,0,0.02,0.02,0.44,268.15
2019-11-07,298.51,299.56,297.63,298.13,54272300,0.0,0,-0.13,0.35,0.65,269.1
2019-11-08,297.77,298.93,297.02,298.87,49032100,0.0,0,0.37,0.25,0.64,269.76
2019-11-11,297.4,298.48,297.25,298.3,35797300,0.0,0,0.3,-0.19,0.41,269.24
2019-11-12,298.69,299.88,298.1,298.93,46484600,0.0,0,0.08,0.21,0.6,269.81
2019-11-13,297.87,299.45,297.63,299.02,53917700,0.0,0,0.39,0.03,0.61,269.9
2019-11-14,298.72,299.55,298.05,299.46,51219900,0.0,0,0.25,0.15,0.5,270.29
2019-11-15,300.88,301.67,300.15,301.63,62023600,0.0,0,0.25,0.72,0.51,272.25
2019-11-18,301.37,302.1,300.89,301.85,49228000,0.0,0,0.16,0.07,0.4,272.45
2019-11-19,302.49,302.5,301.07,301.76,67804700,0.0,0,-0.24,-0.03,0.47,272.37
2019-11-20,301.13,301.68,298.99,300.64,79406200,0.0,0,-0.16,-0.37,0.9,271.36
2019-11-21,300.76,300.87,299.3,300.16,54664700,0.0,0,-0.2,-0.16,0.52,270.92
2019-11-22,300.95,301.09,299.75,300.82,44850200,0.0,0,-0.04,0.22,0.45,271.52
2019-11-25,301.81,303.15,301.81,303.15,48647200,0.0,0,0.45,0.78,0.45,273.63
2019-11-26,303.19,304.03,302.85,303.84,37569000,0.0,0,0.21,0.23,0.39,274.25
2019-11-27,304.35,305.2,304.12,305.2,44444600,0.0,0,0.28,0.45,0.35,275.47
2019-11-29,304.6,304.86,303.82,304.06,36592700,0.0,0,-0.17,-0.37,0.34,274.45
2019-12-02,304.33,304.4,301.03,301.48,75767800,0.0,0,-0.94,-0.85,1.12,272.12
2019-12-03,298.59,299.55,297.12,299.46,73941700,0.0,0,0.29,-0.67,0.82,270.29
2019-12-04,300.57,301.95,300.2,301.31,49080000,0.0,0,0.24,0.62,0.58,271.96
2019-12-05,302.05,302.07,300.46,301.85,40709000,0.0,0,-0.07,0.18,0.54,272.45
2019-12-06,303.88,305.03,303.87,304.61,48927000,0.0,0,0.24,0.91,0.38,274.94
2019-12-09,304.19,304.91,303.57,303.65,34838500,0.0,0,-0.18,-0.31,0.44,274.07
2019-12-10,303.59,304.3,302.61,303.31,52649800,0.0,0,-0.09,-0.11,0.56,273.77
2019-12-11,303.79,304.44,303.22,304.17,53429100,0.0,0,0.12,0.28,0.4,274.54
2019-12-12,304.18,307.62,303.93,306.79,96389600,0.0,0,0.86,0.86,1.22,276.91
2019-12-13,306.54,308.28,305.72,306.98,81503900,0.0,0,0.14,0.06,0.84,277.08
2019-12-16,308.81,309.71,306.91,309.08,82749700,0.0,0,0.09,0.69,0.91,278.98
2019-12-17,309.49,309.81,309.07,309.15,61097700,0.0,0,-0.11,0.02,0.24,279.04
2019-12-18,309.57,309.81,309.11,309.17,48133000,0.0,0,-0.13,0.01,0.23,279.06
2019-12-19,309.37,310.52,309.1,310.44,85310500,0.0,0,0.34,0.41,0.46,280.2
2019-12-20,311.54,313.01,310.5,311.8,147142100,1.57,0,0.08,0.94,0.81,281.43
2019-12-23,312.64,312.69,312.12,312.28,52990000,0.0,0,-0.12,0.15,0.18,281.86
2019-12-24,312.52,312.57,311.97,312.29,20270000,0.0,0,-0.07,0.0,0.19,281.87
2019-12-26,312.69,313.96,312.68,313.95,30911200,0.0,0,0.4,0.53,0.41,283.37
2019-12-27,314.73,314.78,313.31,313.87,42528800,0.0,0,-0.27,-0.02,0.47,283.3
2019-12-30,313.96,314.1,311.63,312.14,49729100,0.0,0,-0.58,-0.55,0.8,281.74
2019-12-31,311.61,313.16,311.24,312.9,57077300,0.0,0,0.41,0.24,0.62,282.42
2020-01-02,314.53,315.84,313.55,315.82,59151200,0.0,0,0.41,0.94,0.73,285.06
2020-01-03,312.22,314.63,312.16,313.43,77709700,0.0,0,0.39,-0.76,0.79,282.9
2020-01-06,311.57,314.72,311.44,314.63,55653900,0.0,0,0.98,0.38,1.05,283.98
2020-01-07,314.03,314.53,313.27,313.74,40496400,0.0,0,-0.09,-0.28,0.4,283.19
2020-01-08,313.95,316.71,313.69,315.42,68296000,0.0,0,0.47,0.53,0.96,284.7
2020-01-09,317.08,317.63,316.46,317.56,48473300,0.0,0,0.15,0.68,0.37,286.63
2020-01-10,318.18,318.34,316.15,316.64,53029300,0.0,0,-0.48,-0.29,0.69,285.8
2020-01-13,317.3,318.83,316.85,318.82,47086800,0.0,0,0.48,0.69,0.63,287.77
2020-01-14,318.35,319.47,317.74,318.33,62832800,0.0,0,-0.01,-0.15,0.54,287.33
2020-01-15,318.24,319.86,318.15,319.05,72056600,0.0,0,0.26,0.23,0.54,287.98
2020-01-16,320.52,321.71,320.28,321.71,54050300,0.0,0,0.37,0.83,0.45,290.37
2020-01-17,322.46,322.93,321.64,322.71,95846000,0.0,0,0.08,0.31,0.4,291.28
2020-01-21,321.69,322.93,321.61,322.08,77742400,0.0,0,0.12,-0.2,0.41,290.71
2020-01-22,322.99,323.68,321.95,322.11,48914900,0.0,0,-0.27,0.01,0.54,290.74
2020-01-23,321.42,322.92,320.24,322.48,51963000,0.0,0,0.33,0.11,0.84,291.07
2020-01-24,323.18,323.27,318.25,319.62,87578400,0.0,0,-1.1,-0.89,1.58,288.49
2020-01-27,314.04,316.07,313.68,314.49,84062500,0.0,0,0.15,-1.6,0.76,283.86
2020-01-28,316.01,318.72,314.59,317.79,63834000,0.0,0,0.56,1.05,1.31,286.84
2020-01-29,319.24,319.48,317.31,317.53,53888900,0.0,0,-0.54,-0.08,0.68,286.6
2020-01-30,315.33,318.78,314.53,318.56,75491800,0.0,0,1.02,0.32,1.35,287.53
2020-01-31,317.9,318.06,311.8,312.77,113845600,0.0,0,-1.61,-1.82,2.01,282.31
2020-02-03,314.35,317.08,314.22,315.1,69083000,0.0,0,0.24,0.74,0.91,284.41
2020-02-04,318.94,320.82,318.6,319.9,62573200,0.0,0,0.3,1.52,0.7,288.74
2020-02-05,323.02,323.82,321.46,323.59,65951100,0.0,0,0.18,1.15,0.73,292.07
2020-02-06,324.61,324.89,323.53,324.68,50359700,0.0,0,0.02,0.34,0.42,293.06
2020-02-07,323.55,324.69,322.37,322.95,64139400,0.0,0,-0.19,-0.53,0.72,291.5
2020-02-10,322.01,325.43,321.97,325.36,42070000,0.0,0,1.04,0.75,1.07,293.67
2020-02-11,326.8,327.64,325.36,325.93,54864500,0.0,0,-0.27,0.17,0.7,294.18
2020-02-12,327.45,328.25,327.06,328.03,43992700,0.0,0,0.18,0.64,0.36,296.08
2020-02-13,326.51,328.71,326.22,327.68,54501900,0.0,0,0.36,-0.11,0.76,295.76
2020-02-14,328.11,328.33,326.84,328.2,64582200,0.0,0,0.03,0.16,0.46,296.23
2020-02-18,327.14,328.27,325.88,327.35,57226200,0.0,0,0.07,-0.26,0.73,295.47
2020-02-19,328.39,329.64,328.08,328.92,48814700,0.0,0,0.16,0.48,0.47,296.88
2020-02-20,328.34,329.21,324.39,327.57,74163400,0.0,0,-0.23,-0.41,1.49,295.66
2020-02-21,326.13,326.46,323.32,324.2,113788200,0.0,0,-0.59,-1.03,0.97,292.62
2020-02-24,314.14,324.27,312.3,313.44,161088400,0.0,0,-0.22,-3.32,3.84,282.91
2020-02-25,314.92,315.57,303.01,303.95,218913200,0.0,0,-3.49,-3.03,4.15,274.34
2020-02-26,305.43,309.25,302.05,302.83,194773800,0.0,0,-0.85,-0.37,2.38,273.33
2020-02-27,296.96,302.89,289.23,289.23,284353500,0.0,0,-2.6,-4.49,4.72,261.06
2020-02-28,280.66,289.6,277.59,288.01,384975800,0.0,0,2.62,-0.42,4.33,259.96
2020-03-02,289.91,300.55,286.26,300.48,238703600,0.0,0,3.65,4.33,4.99,271.22
2020-03-03,300.88,305.1,289.29,291.88,300139100,0.0,0,-2.99,-2.86,5.47,263.45
2020-03-04,297.6,304.38,294.88,304.15,176613400,0.0,0,2.2,4.2,3.22,274.53
2020-03-05,296.49,299.88,291.66,294.04,186366800,0.0,0,-0.83,-3.32,2.82,265.4
2020-03-06,284.99,290.46,282.15,289.18,228667200,0.0,0,1.47,-1.65,2.95,261.01
2020-03-09,267.63,276.28,265.84,266.59,309417300,0.0,0,-0.39,-7.81,3.93,240.63
2020-03-10,276.71,280.49,265.89,280.39,276444100,0.0,0,1.33,5.17,5.49,253.08
2020-03-11,272.88,274.09,263.34,266.72,255316300,0.0,0,-2.26,-4.87,4.08,240.74
2020-03-12,248.87,259.24,240.78,241.2,392220700,0.0,0,-3.08,-9.57,7.66,217.71
2020-03-13,255.76,263.92,241.6,261.82,329566100,0.0,0,2.37,8.55,9.24,236.32
2020-03-16,234.46,249.75,230.75,233.17,297240000,0.0,0,-0.55,-10.94,8.23,210.46
2020-03-17,238.22,249.04,230.47,245.76,262070500,0.0,0,3.17,5.4,8.06,221.82
2020-03-18,229.67,241.45,221.67,233.32,327597100,0.0,0,1.59,-5.06,8.92,210.59
2020-03-19,232.59,240.49,225.75,233.81,289322000,0.0,0,0.53,0.21,6.53,211.04
2020-03-20,237.16,239.06,223.44,223.74,347158800,1.41,0,-5.66,-3.71,6.99,201.95
